Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Temperature,Solar Zenith Angle,Precipitable Water,Wind Speed
2006,1,1,0,0,0,0,0,0,0,0,11,174.47,0.931,2.4
2006,1,1,1,0,0,0,0,0,0,0,11,164.32,0.903,2.4
2006,1,1,2,0,0,0,0,0,0,0,10,151.32,0.878,2.2
2006,1,1,3,0,0,0,0,0,0,0,10,138.15,0.862,2.1
2006,1,1,4,0,0,0,0,0,0,0,9,125.05,0.847,2.1
2006,1,1,5,0,0,0,0,0,0,0,11,112.19,1.054,2.3
2006,1,1,6,0,0,0,0,0,0,0,11,99.66,1.062,2.6
2006,1,1,7,0,9,0,9,14,27,15,13,87.65,1.059,2.7
2006,1,1,8,0,104,301,175,98,338,177,17,76.45,1.052,2.5
2006,1,1,9,0,153,500,353,146,531,358,21,66.5,1.056,2.3
2006,1,1,10,0,221,532,500,173,635,505,25,58.43,1.068,2.7
2006,1,1,11,0,295,125,371,187,685,598,27,53.13,1.09,2.6
2006,1,1,12,0,291,398,539,190,698,625,28,51.47,1.134,2.4
2006,1,1,13,0,185,677,585,185,677,585,28,53.79,1.183,2.3
2006,1,1,14,0,168,617,481,168,617,481,28,59.63,1.235,2.4
2006,1,1,15,0,138,500,325,138,500,325,26,68.08,1.3,2.5
2006,1,1,16,0,96,193,136,85,284,143,23,78.29,1.404,2.3
2006,1,1,17,0,0,0,0,3,2,3,20,89.64,1.558,2.5
2006,1,1,18,0,0,0,0,0,0,0,19,101.76,1.706,2.9
2006,1,1,19,0,0,0,0,0,0,0,19,114.37,1.803,3.2
2006,1,1,20,0,0,0,0,0,0,0,18,127.29,1.885,3.3
2006,1,1,21,0,0,0,0,0,0,0,18,140.41,1.944,3.4
2006,1,1,22,0,0,0,0,0,0,0,17,153.58,1.991,3.4
2006,1,1,23,0,0,0,0,0,0,0,17,166.45,2.051,3.4
2006,1,2,0,0,0,0,0,0,0,0,16,174.4,2.138,3.4
2006,1,2,1,0,0,0,0,0,0,0,16,164.4,2.251,3.4
2006,1,2,2,0,0,0,0,0,0,0,16,151.42,2.364,3.4
2006,1,2,3,0,0,0,0,0,0,0,15,138.25,2.455,3.3
2006,1,2,4,0,0,0,0,0,0,0,15,125.15,2.514,3.3
2006,1,2,5,0,0,0,0,0,0,0,14,112.26,2.554,3.3
2006,1,2,6,0,0,0,0,0,0,0,14,99.72,2.577,3.3
2006,1,2,7,0,11,0,11,12,22,13,14,87.7,2.594,3.3
2006,1,2,8,0,94,309,166,94,309,166,15,76.48,2.606,3.1
2006,1,2,9,0,200,139,256,141,497,339,16,66.5,2.606,2.9
2006,1,2,10,0,256,337,433,168,599,482,18,58.41,2.592,2.7
2006,1,2,11,0,308,228,445,182,651,573,19,53.07,2.57,2.7
2006,1,2,12,0,302,91,359,186,665,601,20,51.38,2.557,2.6
2006,1,2,13,0,180,646,563,180,646,563,20,53.68,2.566,2.4
2006,1,2,14,0,247,338,419,165,588,463,20,59.5,2.574,2.1
2006,1,2,15,0,182,344,312,135,476,314,20,67.94,2.559,1.7
2006,1,2,16,0,74,40,83,84,271,139,19,78.15,2.514,1.3
2006,1,2,17,0,0,0,0,3,2,3,18,89.51,2.434,1
2006,1,2,18,0,0,0,0,0,0,0,17,101.62,2.368,0.7
2006,1,2,19,0,0,0,0,0,0,0,17,114.23,2.311,0.4
2006,1,2,20,0,0,0,0,0,0,0,16,127.16,2.224,0.7
2006,1,2,21,0,0,0,0,0,0,0,16,140.28,2.09,1.1
2006,1,2,22,0,0,0,0,0,0,0,15,153.45,1.95,1.6
2006,1,2,23,0,0,0,0,0,0,0,14,166.32,1.849,1.9
2006,1,3,0,0,0,0,0,0,0,0,14,174.34,1.767,2
2006,1,3,1,0,0,0,0,0,0,0,13,164.46,1.679,2.2
2006,1,3,2,0,0,0,0,0,0,0,12,151.5,1.592,2.6
2006,1,3,3,0,0,0,0,0,0,0,11,138.32,1.487,3.1
2006,1,3,4,0,0,0,0,0,0,0,10,125.22,1.341,3.3
2006,1,3,5,0,0,0,0,0,0,0,10,112.32,1.175,3.3
2006,1,3,6,0,0,0,0,0,0,0,9,99.77,1.029,3.2
2006,1,3,7,0,8,0,8,13,26,14,10,87.74,0.923,2.8
2006,1,3,8,0,109,156,146,98,342,178,13,76.51,0.861,2.2
2006,1,3,9,0,185,64,211,147,539,362,17,66.51,0.821,2.1
2006,1,3,10,0,243,23,256,174,646,513,21,58.38,0.78,2.2
2006,1,3,11,0,274,24,289,189,700,610,23,53.01,0.746,1.9
2006,1,3,12,0,277,69,321,193,715,641,24,51.29,0.718,1.7
2006,1,3,13,0,270,515,576,188,697,602,24,53.56,0.701,1.7
2006,1,3,14,0,174,624,492,172,639,498,23,59.36,0.695,1.7
2006,1,3,15,0,155,468,332,142,525,341,22,67.8,0.689,1.8
2006,1,3,16,0,98,180,136,90,310,154,19,78.01,0.68,2.2
2006,1,3,17,0,1,0,1,4,4,4,16,89.37,0.671,2.7
2006,1,3,18,0,0,0,0,0,0,0,15,101.49,0.655,3.1
2006,1,3,19,0,0,0,0,0,0,0,14,114.1,0.647,3.3
2006,1,3,20,0,0,0,0,0,0,0,13,127.03,0.638,3.4
2006,1,3,21,0,0,0,0,0,0,0,12,140.15,0.633,3.4
